,medical_school,short_name,cost_type,ownership,residence_status,insurance_required,insurance_waived,cost,year
3267,Medical University of South Carolina College of Medicine,MU South Carolina,Tuition,Public,Nonresident,,,13275.0,2002.0
3268,Medical University of South Carolina College of Medicine,MU South Carolina,Health Insurance,Public,Resident,,,767.0,2002.0
3269,Medical University of South Carolina College of Medicine,MU South Carolina,Health Insurance,Public,Nonresident,,,767.0,2002.0
3270,Medical University of South Carolina College of Medicine,MU South Carolina,Fees,Public,Resident,,,9770.0,2002.0
3271,Medical University of South Carolina College of Medicine,MU South Carolina,Fees,Public,Nonresident,,,24947.0,2002.0
3272,Meharry Medical College,Meharry,"Tuition, Fees, and Health Insurance",Private,Resident,,,27124.0,2002.0
3273,Meharry Medical College,Meharry,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,27124.0,2002.0
3274,Meharry Medical College,Meharry,Tuition,Private,Resident,,,23208.0,2002.0
3275,Meharry Medical College,Meharry,Tuition,Private,Nonresident,,,23208.0,2002.0
3276,Meharry Medical College,Meharry,Health Insurance,Private,Resident,,,1200.0,2002.0
3277,Meharry Medical College,Meharry,Health Insurance,Private,Nonresident,,,1200.0,2002.0
3278,Meharry Medical College,Meharry,Fees,Private,Resident,,,3916.0,2002.0
3279,Meharry Medical College,Meharry,Fees,Private,Nonresident,,,3916.0,2002.0
3280,Mercer University School of Medicine,Mercer,"Tuition, Fees, and Health Insurance",Private,Resident,,,25056.0,2002.0
3281,Mercer University School of Medicine,Mercer,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,,2002.0
3282,Mercer University School of Medicine,Mercer,Tuition,Private,Resident,,,25056.0,2002.0
3283,Mercer University School of Medicine,Mercer,Tuition,Private,Nonresident,,,,2002.0
3284,Mercer University School of Medicine,Mercer,Health Insurance,Private,Resident,,,0.0,2002.0
3285,Mercer University School of Medicine,Mercer,Health Insurance,Private,Nonresident,,,,2002.0
3286,Mercer University School of Medicine,Mercer,Fees,Private,Resident,,,0.0,2002.0
3287,Mercer University School of Medicine,Mercer,Fees,Private,Nonresident,,,,2002.0
3288,Michigan State University College of Human Medicine,Michigan State,"Tuition, Fees, and Health Insurance",Public,Resident,,,19985.0,2002.0
3289,Michigan State University College of Human Medicine,Michigan State,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,41585.0,2002.0
3290,Michigan State University College of Human Medicine,Michigan State,Tuition,Public,Resident,,,17838.0,2002.0
3291,Michigan State University College of Human Medicine,Michigan State,Tuition,Public,Nonresident,,,39438.0,2002.0
3292,Michigan State University College of Human Medicine,Michigan State,Health Insurance,Public,Resident,,,1100.0,2002.0
3293,Michigan State University College of Human Medicine,Michigan State,Health Insurance,Public,Nonresident,,,1100.0,2002.0
3294,Michigan State University College of Human Medicine,Michigan State,Fees,Public,Resident,,,2147.0,2002.0
3295,Michigan State University College of Human Medicine,Michigan State,Fees,Public,Nonresident,,,2147.0,2002.0
3296,Morehouse School of Medicine,Morehouse,"Tuition, Fees, and Health Insurance",Private,Resident,,,25371.0,2002.0
3297,Morehouse School of Medicine,Morehouse,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,25371.0,2002.0
3298,Morehouse School of Medicine,Morehouse,Tuition,Private,Resident,,,20966.0,2002.0
3299,Morehouse School of Medicine,Morehouse,Tuition,Private,Nonresident,,,20966.0,2002.0
3300,Morehouse School of Medicine,Morehouse,Health Insurance,Private,Resident,,,1149.0,2002.0
3301,Morehouse School of Medicine,Morehouse,Health Insurance,Private,Nonresident,,,1149.0,2002.0
3302,Morehouse School of Medicine,Morehouse,Fees,Private,Resident,,,4405.0,2002.0
3303,Morehouse School of Medicine,Morehouse,Fees,Private,Nonresident,,,4405.0,2002.0
3304,New York Medical College,New York Medical,"Tuition, Fees, and Health Insurance",Private,Resident,,,33430.0,2002.0
3305,New York Medical College,New York Medical,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,33430.0,2002.0
3306,New York Medical College,New York Medical,Tuition,Private,Resident,,,32730.0,2002.0
3307,New York Medical College,New York Medical,Tuition,Private,Nonresident,,,32730.0,2002.0
3308,New York Medical College,New York Medical,Health Insurance,Private,Resident,,,2050.0,2002.0
3309,New York Medical College,New York Medical,Health Insurance,Private,Nonresident,,,2050.0,2002.0
3310,New York Medical College,New York Medical,Fees,Private,Resident,,,700.0,2002.0
3311,New York Medical College,New York Medical,Fees,Private,Nonresident,,,700.0,2002.0
3312,New York University Grossman School of Medicine,NYU-Grossman,"Tuition, Fees, and Health Insurance",Private,Resident,,,31250.0,2002.0
3313,New York University Grossman School of Medicine,NYU-Grossman,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,31250.0,2002.0
3314,New York University Grossman School of Medicine,NYU-Grossman,Tuition,Private,Resident,,,25950.0,2002.0
3315,New York University Grossman School of Medicine,NYU-Grossman,Tuition,Private,Nonresident,,,25950.0,2002.0
3316,New York University Grossman School of Medicine,NYU-Grossman,Health Insurance,Private,Resident,,,2050.0,2002.0
3317,New York University Grossman School of Medicine,NYU-Grossman,Health Insurance,Private,Nonresident,,,2050.0,2002.0
3318,New York University Grossman School of Medicine,NYU-Grossman,Fees,Private,Resident,,,5300.0,2002.0
3319,New York University Grossman School of Medicine,NYU-Grossman,Fees,Private,Nonresident,,,5300.0,2002.0
3320,Northeast Ohio Medical University,Northeast Ohio,"Tuition, Fees, and Health Insurance",Public,Resident,,,16476.0,2002.0
3321,Northeast Ohio Medical University,Northeast Ohio,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,32214.0,2002.0
3322,Northeast Ohio Medical University,Northeast Ohio,Tuition,Public,Resident,,,15738.0,2002.0
3323,Northeast Ohio Medical University,Northeast Ohio,Tuition,Public,Nonresident,,,31476.0,2002.0
3324,Northeast Ohio Medical University,Northeast Ohio,Health Insurance,Public,Resident,,,0.0,2002.0
3325,Northeast Ohio Medical University,Northeast Ohio,Health Insurance,Public,Nonresident,,,0.0,2002.0
3326,Northeast Ohio Medical University,Northeast Ohio,Fees,Public,Resident,,,738.0,2002.0
3327,Northeast Ohio Medical University,Northeast Ohio,Fees,Public,Nonresident,,,738.0,2002.0
3328,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,"Tuition, Fees, and Health Insurance",Private,Resident,,,35616.0,2002.0
3329,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,35616.0,2002.0
3330,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Tuition,Private,Resident,,,34050.0,2002.0
3331,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Tuition,Private,Nonresident,,,34050.0,2002.0
3332,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Health Insurance,Private,Resident,,,2317.0,2002.0
3333,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Health Insurance,Private,Nonresident,,,2317.0,2002.0
3334,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Fees,Private,Resident,,,1566.0,2002.0
3335,Northwestern University The Feinberg School of Medicine,Northwestern-Feinberg,Fees,Private,Nonresident,,,1566.0,2002.0
3336,Ohio State University College of Medicine,Ohio State,"Tuition, Fees, and Health Insurance",Public,Resident,,,17439.0,2002.0
3337,Ohio State University College of Medicine,Ohio State,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,40608.0,2002.0
3338,Ohio State University College of Medicine,Ohio State,Tuition,Public,Resident,,,17052.0,2002.0
3339,Ohio State University College of Medicine,Ohio State,Tuition,Public,Nonresident,,,40221.0,2002.0
3340,Ohio State University College of Medicine,Ohio State,Health Insurance,Public,Resident,,,960.0,2002.0
3341,Ohio State University College of Medicine,Ohio State,Health Insurance,Public,Nonresident,,,960.0,2002.0
3342,Ohio State University College of Medicine,Ohio State,Fees,Public,Resident,,,387.0,2002.0
3343,Ohio State University College of Medicine,Ohio State,Fees,Public,Nonresident,,,387.0,2002.0
3344,Oregon Health & Science University School of Medicine,Oregon,"Tuition, Fees, and Health Insurance",Public,Resident,,,23518.0,2002.0
3345,Oregon Health & Science University School of Medicine,Oregon,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,33518.0,2002.0
3346,Oregon Health & Science University School of Medicine,Oregon,Tuition,Public,Resident,,,20000.0,2002.0
3347,Oregon Health & Science University School of Medicine,Oregon,Tuition,Public,Nonresident,,,30000.0,2002.0
3348,Oregon Health & Science University School of Medicine,Oregon,Health Insurance,Public,Resident,,,1050.0,2002.0
3349,Oregon Health & Science University School of Medicine,Oregon,Health Insurance,Public,Nonresident,,,1050.0,2002.0
3350,Oregon Health & Science University School of Medicine,Oregon,Fees,Public,Resident,,,2468.0,2002.0
3351,Oregon Health & Science University School of Medicine,Oregon,Fees,Public,Nonresident,,,2468.0,2002.0
3352,Pennsylvania State University College of Medicine,Penn State,"Tuition, Fees, and Health Insurance",Private,Resident,,,23950.0,2002.0
3353,Pennsylvania State University College of Medicine,Penn State,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,33280.0,2002.0
3354,Pennsylvania State University College of Medicine,Penn State,Tuition,Private,Resident,,,23910.0,2002.0
3355,Pennsylvania State University College of Medicine,Penn State,Tuition,Private,Nonresident,,,33240.0,2002.0
3356,Pennsylvania State University College of Medicine,Penn State,Health Insurance,Private,Resident,,,1200.0,2002.0
3357,Pennsylvania State University College of Medicine,Penn State,Health Insurance,Private,Nonresident,,,1200.0,2002.0
3358,Pennsylvania State University College of Medicine,Penn State,Fees,Private,Resident,,,40.0,2002.0
3359,Pennsylvania State University College of Medicine,Penn State,Fees,Private,Nonresident,,,40.0,2002.0
3360,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,"Tuition, Fees, and Health Insurance",Private,Resident,,,35382.0,2002.0
3361,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,35382.0,2002.0
3362,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Tuition,Private,Resident,,,33316.0,2002.0
3363,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Tuition,Private,Nonresident,,,33316.0,2002.0
3364,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Health Insurance,Private,Resident,,,1680.0,2002.0
3365,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Health Insurance,Private,Nonresident,,,1680.0,2002.0
3366,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Fees,Private,Resident,,,2066.0,2002.0
3367,Perelman School of Medicine at the University of Pennsylvania,Pennsylvania-Perelman,Fees,Private,Nonresident,,,2066.0,2002.0
3368,Ponce Health Sciences University School of Medicine,Ponce,"Tuition, Fees, and Health Insurance",Private,Resident,,,20708.0,2002.0
3369,Ponce Health Sciences University School of Medicine,Ponce,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,29463.0,2002.0
3370,Ponce Health Sciences University School of Medicine,Ponce,Tuition,Private,Resident,,,17835.0,2002.0
3371,Ponce Health Sciences University School of Medicine,Ponce,Tuition,Private,Nonresident,,,26590.0,2002.0
3372,Ponce Health Sciences University School of Medicine,Ponce,Health Insurance,Private,Resident,,,1000.0,2002.0
3373,Ponce Health Sciences University School of Medicine,Ponce,Health Insurance,Private,Nonresident,,,1000.0,2002.0
3374,Ponce Health Sciences University School of Medicine,Ponce,Fees,Private,Resident,,,2873.0,2002.0
3375,Ponce Health Sciences University School of Medicine,Ponce,Fees,Private,Nonresident,,,2873.0,2002.0
3376,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,"Tuition, Fees, and Health Insurance",Public,Resident,,,15325.0,2002.0
3377,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,27425.0,2002.0
3378,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Tuition,Public,Resident,,,14840.0,2002.0
3379,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Tuition,Public,Nonresident,,,26940.0,2002.0
3380,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Health Insurance,Public,Resident,,,0.0,2002.0
3381,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Health Insurance,Public,Nonresident,,,0.0,2002.0
3382,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Fees,Public,Resident,,,485.0,2002.0
3383,Renaissance School of Medicine at Stony Brook University,Renaissance Stony Brook,Fees,Public,Nonresident,,,485.0,2002.0
3384,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,"Tuition, Fees, and Health Insurance",Public,Resident,,,21951.0,2002.0
3385,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,"Tuition, Fees, and Health Insurance",Public,Nonresident,,,37801.0,2002.0
3386,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Tuition,Public,Resident,,,21140.0,2002.0
3387,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Tuition,Public,Nonresident,,,36990.0,2002.0
3388,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Health Insurance,Public,Resident,,,974.0,2002.0
3389,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Health Insurance,Public,Nonresident,,,974.0,2002.0
3390,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Fees,Public,Resident,,,811.0,2002.0
3391,"Robert Larner, M.D., College of Medicine at the University of Vermont",Vermont-Larner,Fees,Public,Nonresident,,,811.0,2002.0
3392,Rush Medical College of Rush University Medical Center,Rush,"Tuition, Fees, and Health Insurance",Private,Resident,,,32292.0,2002.0
3393,Rush Medical College of Rush University Medical Center,Rush,"Tuition, Fees, and Health Insurance",Private,Nonresident,,,32292.0,2002.0
3394,Rush Medical College of Rush University Medical Center,Rush,Tuition,Private,Resident,,,30792.0,2002.0
3395,Rush Medical College of Rush University Medical Center,Rush,Tuition,Private,Nonresident,,,30792.0,2002.0
3396,Rush Medical College of Rush University Medical Center,Rush,Health Insurance,Private,Resident,,,1314.0,2002.0
3397,Rush Medical College of Rush University Medical Center,Rush,Health Insurance,Private,Nonresident,,,1314.0,2002.0
3398,Rush Medical College of Rush University Medical Center,Rush,Fees,Private,Resident,,,1500.0,2002.0
3399,Rush Medical College of Rush University Medical Center,Rush,Fees,Private,Nonresident,,,1500.0,2002.0
3400,Rutgers New Jersey Medical School,Rutgers New Jersey,"Tuition, Fees, and Health Insurance",Public,Resident,,,20144.0,2002.0
